esd,record_time,soc,pack_voltage (V),charge_current (A),max_cell_voltage (V),min_cell_voltage (V),max_temperature (℃),min_temperature (℃),available_energy (kw),available_capacity (Ah),source
100000304,2.02E+13,26.8,328.5,-22.5,3.657,3.645,33,32,12.16,36.57,real
100000305,2.02E+13,26.8,328.5,-22.5,3.657,3.645,33,32,12.18,36.61,real
100000306,2.02E+13,26.8,328.5,-22.5,3.657,3.645,33,32,12.19,36.66,real
100000307,2.02E+13,26.8,328.5,-22.5,3.657,3.645,33,32,12.21,36.71,real
100000308,2.02E+13,27.2,328.5,-22.5,3.657,3.646,33,32,12.23,36.76,real
100000309,2.02E+13,27.2,328.5,-22.5,3.657,3.645,33,32,12.24,36.81,real
100000310,2.02E+13,27.2,328.5,-22.5,3.657,3.646,33,32,12.26,36.87,real
100000311,2.02E+13,27.2,328.5,-22.5,3.657,3.646,33,32,12.28,36.92,real
100000312,2.02E+13,27.2,328.5,-22.5,3.657,3.645,33,32,12.3,36.97,real
100000313,2.02E+13,27.2,328.5,-22.5,3.658,3.646,33,32,12.31,37.03,real
100000314,2.02E+13,27.2,328.6,-22.5,3.657,3.646,33,32,12.33,37.08,real
100000315,2.02E+13,27.2,328.6,-22.5,3.657,3.645,33,32,12.35,37.13,real
100000316,2.02E+13,27.2,328.6,-22.5,3.657,3.646,33,32,12.36,37.18,real
100000317,2.02E+13,27.2,328.5,-22.5,3.658,3.646,33,32,12.38,37.23,real
100000318,2.02E+13,27.2,328.6,-22.5,3.658,3.646,33,32,12.4,37.29,real
100000319,2.02E+13,27.6,328.6,-22.5,3.658,3.646,33,32,12.42,37.34,real
100000320,2.02E+13,27.6,328.6,-22.5,3.658,3.647,33,32,12.44,37.39,real
100000321,2.02E+13,27.6,328.6,-22.5,3.659,3.647,33,32,12.45,37.44,real
100000322,2.02E+13,27.6,328.5,-22.5,3.659,3.646,33,32,12.47,37.49,real
100000323,2.02E+13,27.6,328.6,-22.5,3.658,3.647,33,32,12.49,37.56,real
100000324,2.02E+13,27.6,328.6,-22.5,3.659,3.646,33,32,12.5,37.59,real
100000325,2.02E+13,27.6,328.6,-22.5,3.66,3.647,34,32,12.52,37.64,real
100000326,2.02E+13,27.6,328.6,-22.5,3.659,3.647,34,32,12.54,37.69,real
100000327,2.02E+13,27.6,328.6,-22.5,3.659,3.646,34,32,12.56,37.76,real
100000328,2.02E+13,27.6,328.6,-22.5,3.659,3.647,34,32,12.57,37.81,real
100000329,2.02E+13,28,328.6,-22.5,3.66,3.648,34,32,12.59,37.86,real
100000330,2.02E+13,28,328.6,-22.5,3.66,3.647,34,32,12.61,37.91,real
100000331,2.02E+13,28,328.6,-22.5,3.66,3.647,34,32,12.62,37.96,real
100000332,2.02E+13,28,328.6,-22.5,3.66,3.647,34,32,12.64,38.01,real
100000333,2.02E+13,28,328.8,-22.5,3.66,3.647,34,32,12.66,38.06,real
100000334,2.02E+13,28,328.8,-22.5,3.66,3.648,34,32,12.68,38.12,real
100000335,2.02E+13,28,328.8,-22.5,3.66,3.648,34,32,12.7,38.18,real
100000336,2.02E+13,28,328.8,-22.5,3.66,3.648,34,32,12.71,38.23,real
100000337,2.02E+13,28,328.8,-22.5,3.66,3.648,34,32,12.73,38.28,real
100000338,2.02E+13,28,328.8,-22.5,3.66,3.647,34,32,12.75,38.33,real
100000339,2.02E+13,28,328.8,-22.5,3.661,3.648,34,32,12.76,38.38,real
100000340,2.02E+13,28.4,328.8,-22.5,3.661,3.648,34,32,12.78,38.43,real
100000341,2.02E+13,28.4,328.8,-22.5,3.661,3.648,34,32,12.8,38.47,real
100000342,2.02E+13,28.4,328.8,-22.5,3.661,3.648,34,32,12.82,38.54,real
100000343,2.02E+13,28.4,328.8,-22.5,3.66,3.649,34,32,12.83,38.59,real
100000344,2.02E+13,28.4,328.8,-22.5,3.661,3.649,34,32,12.85,38.64,real
100000345,2.02E+13,28.4,328.8,-22.5,3.661,3.648,34,32,12.87,38.69,real
100000346,2.02E+13,28.4,328.9,-22.5,3.661,3.649,34,32,12.88,38.74,real
100000347,2.02E+13,28.4,328.8,-22.5,3.661,3.649,34,32,12.9,38.81,real
100000348,2.02E+13,28.4,328.8,-22.5,3.662,3.649,34,32,12.92,38.84,real
100000349,2.02E+13,28.4,328.9,-22.5,3.661,3.65,34,32,12.93,38.89,real
100000350,2.02E+13,28.8,328.9,-22.5,3.662,3.65,34,32,12.95,38.96,real
100000351,2.02E+13,28.8,328.9,-22.5,3.662,3.649,34,32,12.98,39,real
100000352,2.02E+13,28.8,328.9,-22.5,3.662,3.65,34,32,12.99,39.05,real
100000353,2.02E+13,28.8,328.9,-22.5,3.661,3.65,34,32,13,39.1,real
100000354,2.02E+13,28.8,328.9,-22.5,3.663,3.649,34,32,13.02,39.15,real
100000355,2.02E+13,28.8,328.9,-22.5,3.662,3.65,34,32,13.04,39.2,real
100000356,2.02E+13,28.8,328.9,-22.5,3.661,3.65,34,32,13.05,39.25,real
100000357,2.02E+13,28.8,328.9,-22.5,3.662,3.651,34,32,13.08,39.32,real
100000358,2.02E+13,28.8,328.9,-22.5,3.662,3.65,34,32,13.09,39.37,real
100000359,2.02E+13,28.8,328.9,-22.5,3.663,3.65,34,32,13.11,39.42,real
100000360,2.02E+13,28.8,328.9,-22.5,3.663,3.65,34,32,13.13,39.47,real
100000361,2.02E+13,29.2,328.9,-22.5,3.663,3.65,34,32,13.14,39.52,real
100000362,2.02E+13,29.2,328.9,-22.5,3.663,3.65,34,32,13.16,39.57,real
100000363,2.02E+13,29.2,328.9,-22.5,3.662,3.652,34,32,13.18,39.62,real
100000364,2.02E+13,29.2,328.9,-22.5,3.663,3.651,34,32,13.19,39.67,real
100000365,2.02E+13,29.2,328.9,-22.5,3.663,3.65,34,32,13.21,39.72,real
100000366,2.02E+13,29.2,328.9,-22.5,3.662,3.651,34,32,13.23,39.77,real
100000367,2.02E+13,29.2,328.9,-22.5,3.663,3.651,34,32,13.24,39.82,real
100000368,2.02E+13,29.2,329.1,-22.5,3.664,3.651,34,32,13.26,39.89,real
100000369,2.02E+13,29.2,328.9,-22.5,3.664,3.65,34,32,13.28,39.94,real
100000370,2.02E+13,29.2,328.9,-22.5,3.664,3.651,34,32,13.3,39.99,real
100000371,2.02E+13,29.6,329.1,-22.5,3.664,3.651,34,32,13.31,40.04,real
100000372,2.02E+13,29.6,329.1,-22.5,3.664,3.652,34,32,13.34,40.09,real
100000373,2.02E+13,29.6,329.1,-22.5,3.664,3.651,34,32,13.35,40.14,real
100000374,2.02E+13,29.6,329.1,-22.5,3.664,3.652,34,32,13.36,40.19,real
100000375,2.02E+13,29.6,329.1,-22.5,3.664,3.651,34,32,13.38,40.24,real
100000376,2.02E+13,29.6,329.1,-22.5,3.665,3.651,34,32,13.4,40.29,real
100000377,2.02E+13,29.6,329.1,-22.5,3.665,3.653,34,32,13.42,40.35,real
100000378,2.02E+13,29.6,329.1,-22.5,3.664,3.653,34,32,13.44,40.4,real
100000379,2.02E+13,29.6,329.1,-22.5,3.664,3.652,34,32,13.45,40.45,real
100000380,2.02E+13,29.6,329.1,-22.5,3.664,3.652,34,32,13.47,40.5,real
100000381,2.02E+13,29.6,329.2,-22.5,3.664,3.653,34,32,13.49,40.55,real
100000382,2.02E+13,30,329.1,-22.5,3.664,3.653,34,32,13.51,40.62,real
100000383,2.02E+13,30,329.1,-22.5,3.665,3.653,34,32,13.52,40.65,real
100000384,2.02E+13,30,329.2,-22.5,3.665,3.654,34,32,13.54,40.7,real
100000385,2.02E+13,30,329.1,-22.5,3.665,3.653,34,32,13.55,40.75,real
100000386,2.02E+13,30,329.2,-22.5,3.665,3.653,34,32,13.57,40.82,real
100000387,2.02E+13,30,329.2,-22.5,3.665,3.653,34,32,13.59,40.86,real
100000388,2.02E+13,30,329.2,-22.5,3.665,3.654,34,32,13.61,40.91,real
100000389,2.02E+13,30,329.2,-22.5,3.666,3.653,34,32,13.62,40.96,real
100000390,2.02E+13,30,329.2,-22.5,3.665,3.653,34,32,13.64,41.01,real
100000391,2.02E+13,30,329.2,-22.5,3.666,3.654,34,32,13.67,41.09,real
100000392,2.02E+13,30.4,329.2,-22.5,3.666,3.654,34,32,13.68,41.13,real
100000393,2.02E+13,30.4,329.2,-22.5,3.666,3.654,34,32,13.69,41.18,real
100000394,2.02E+13,30.4,329.2,-22.5,3.666,3.654,34,32,13.72,41.23,real
100000395,2.02E+13,30.4,329.2,-22.5,3.666,3.653,34,32,13.73,41.28,real
100000396,2.02E+13,30.4,329.2,-22.5,3.666,3.654,34,32,13.74,41.33,real
100000397,2.02E+13,30.4,329.2,-22.5,3.666,3.654,34,32,13.77,41.38,real
100000398,2.02E+13,30.4,329.2,-22.5,3.667,3.655,34,32,13.78,41.43,real
100000399,2.02E+13,30.4,329.2,-22.5,3.666,3.654,34,32,13.8,41.48,real
100000400,2.02E+13,30.4,329.2,-22.5,3.666,3.654,34,32,13.81,41.53,real
100000401,2.02E+13,30.4,329.2,-22.5,3.667,3.654,34,32,13.83,41.58,real
100000402,2.02E+13,30.4,329.4,-22.5,3.667,3.655,34,32,13.85,41.63,real
100000403,2.02E+13,30.8,329.4,-22.5,3.667,3.654,34,32,13.87,41.7,real
100000404,2.02E+13,30.8,329.4,-22.5,3.666,3.654,34,32,13.88,41.75,real
100000405,2.02E+13,30.8,329.4,-22.5,3.667,3.654,34,32,13.9,41.8,real
100000406,2.02E+13,30.8,329.4,-22.5,3.668,3.654,34,32,13.92,41.85,real
100000407,2.02E+13,30.8,329.4,-22.5,3.668,3.654,34,32,13.93,41.9,real
100000408,2.02E+13,30.8,329.4,-22.5,3.668,3.656,34,32,13.95,41.95,real
100000409,2.02E+13,30.8,329.4,-22.5,3.667,3.655,34,32,13.97,42,real
100000410,2.02E+13,30.8,329.4,-22.5,3.668,3.656,34,32,13.98,42.05,real
100000411,2.02E+13,30.8,329.4,-22.5,3.668,3.656,34,32,14,42.1,real
100000412,2.02E+13,30.8,329.6,-22.5,3.668,3.656,34,32,14.02,42.15,real
100000413,2.02E+13,31.2,329.4,-22.5,3.668,3.655,34,32,14.04,42.21,real
100000414,2.02E+13,31.2,329.6,-22.5,3.668,3.655,34,32,14.05,42.26,real
100000415,2.02E+13,31.2,329.4,-22.5,3.668,3.656,34,32,14.08,42.32,real
100000416,2.02E+13,31.2,329.6,-22.5,3.668,3.656,34,32,14.09,42.37,real
100000417,2.02E+13,31.2,329.6,-22.5,3.669,3.656,34,32,14.1,42.42,real
100000418,2.02E+13,31.2,329.4,-22.5,3.669,3.656,34,32,14.13,42.46,real
100000419,2.02E+13,31.2,329.6,-22.5,3.668,3.657,34,32,14.14,42.51,real
100000420,2.02E+13,31.2,329.4,-22.5,3.669,3.657,34,32,14.15,42.56,real
100000421,2.02E+13,31.2,329.6,-22.5,3.669,3.656,34,32,14.17,42.61,real
100000422,2.02E+13,31.2,329.6,-22.5,3.669,3.657,34,32,14.2,42.68,real
100000423,2.02E+13,31.2,329.6,-22.5,3.669,3.657,34,32,14.21,42.72,real
100000424,2.02E+13,31.6,329.6,-22.5,3.669,3.657,34,32,14.23,42.78,real
100000425,2.02E+13,31.6,329.6,-22.5,3.669,3.656,34,32,14.24,42.83,real
100000426,2.02E+13,31.6,329.6,-22.5,3.669,3.656,34,32,14.26,42.88,real
100000427,2.02E+13,31.6,329.6,-22.5,3.67,3.658,34,32,14.28,42.93,real
100000428,2.02E+13,31.6,329.6,-22.5,3.669,3.657,34,32,14.3,42.99,real
100000429,2.02E+13,31.6,329.6,-22.5,3.669,3.658,34,32,14.31,43.04,real
100000430,2.02E+13,31.6,329.6,-22.5,3.67,3.658,34,32,14.33,43.08,real
100000431,2.02E+13,31.6,329.6,-22.5,3.67,3.657,34,32,14.35,43.14,real
100000432,2.02E+13,31.6,329.6,-22.5,3.67,3.657,34,32,14.36,43.19,real
100000433,2.02E+13,31.6,329.7,-22.5,3.67,3.658,34,32,14.38,43.24,real
100000434,2.02E+13,32,329.7,-22.5,3.67,3.657,34,32,14.4,43.29,real
100000435,2.02E+13,32,329.7,-22.5,3.67,3.658,34,32,14.41,43.34,real
100000436,2.02E+13,32,329.7,-22.5,3.671,3.658,34,32,14.43,43.39,real
100000437,2.02E+13,32,329.7,-22.5,3.67,3.658,34,32,14.46,43.46,real
100000438,2.02E+13,32,329.7,-22.5,3.671,3.657,34,32,14.47,43.51,real
100000439,2.02E+13,32,329.7,-22.5,3.671,3.659,34,32,14.49,43.56,real
100000440,2.02E+13,32,329.7,-22.5,3.671,3.659,34,32,14.51,43.61,real
100000441,2.02E+13,32,329.7,-22.5,3.672,3.658,34,32,14.52,43.66,real
100000442,2.02E+13,32,329.7,-22.5,3.672,3.659,34,32,14.54,43.71,real
100000443,2.02E+13,32,329.7,-22.5,3.671,3.659,34,32,14.56,43.76,real
100000444,2.02E+13,32,329.7,-22.5,3.672,3.658,34,32,14.57,43.81,real
100000445,2.02E+13,32.4,329.7,-22.5,3.672,3.659,34,32,14.59,43.86,real
100000446,2.02E+13,32.4,329.7,-22.5,3.672,3.659,34,32,14.6,43.91,real
100000447,2.02E+13,32.4,329.7,-22.5,3.672,3.659,34,32,14.62,43.96,real
100000448,2.02E+13,32.4,329.9,-22.5,3.672,3.659,34,32,14.64,44.03,real
100000449,2.02E+13,32.4,329.7,-22.5,3.672,3.66,34,32,14.66,44.08,real
100000450,2.02E+13,32.4,329.9,-22.5,3.672,3.659,34,32,14.67,44.13,real
100000451,2.02E+13,32.4,329.9,-22.5,3.672,3.66,34,32,14.69,44.18,real
100000452,2.02E+13,32.4,329.9,-22.5,3.673,3.66,34,32,14.71,44.23,real
100000453,2.02E+13,32.4,329.9,-22.5,3.673,3.66,34,32,14.72,44.28,real
100000454,2.02E+13,32.4,329.9,-22.5,3.672,3.661,34,32,14.74,44.32,real
100000455,2.02E+13,32.4,329.9,-22.5,3.673,3.66,34,32,14.76,44.37,real
100000456,2.02E+13,32.8,329.9,-22.5,3.673,3.66,34,32,14.77,44.42,real
100000457,2.02E+13,32.8,329.9,-22.5,3.673,3.66,34,32,14.79,44.47,real
100000458,2.02E+13,32.8,329.9,-22.5,3.673,3.66,34,32,14.81,44.52,real
100000459,2.02E+13,32.8,329.9,-22.5,3.673,3.66,34,32,14.83,44.59,real
100000460,2.02E+13,32.8,329.9,-22.5,3.673,3.661,34,32,14.84,44.64,real
100000461,2.02E+13,32.8,329.9,-22.5,3.673,3.66,34,32,14.87,44.69,real
100000462,2.02E+13,32.8,329.9,-22.5,3.674,3.661,34,32,14.88,44.74,real
100000463,2.02E+13,32.8,329.9,-22.5,3.673,3.661,34,32,14.89,44.79,real
100000464,2.02E+13,32.8,329.9,-22.5,3.674,3.661,34,32,14.92,44.84,real
100000465,2.02E+13,32.8,330,-22.5,3.674,3.661,34,32,14.93,44.89,real
100000466,2.02E+13,33.2,329.9,-22.5,3.673,3.662,34,32,14.95,44.94,real
100000467,2.02E+13,33.2,330,-22.5,3.674,3.661,34,32,14.96,44.99,real
100000468,2.02E+13,33.2,330,-22.5,3.674,3.661,34,32,14.98,45.04,real
100000469,2.02E+13,33.2,330,-22.5,3.675,3.662,34,32,15,45.09,real
100000470,2.02E+13,33.2,330,-22.5,3.675,3.662,34,32,15.02,45.15,real
100000471,2.02E+13,33.2,330,-22.5,3.675,3.662,34,32,15.03,45.2,real
100000472,2.02E+13,33.2,330,-22.5,3.674,3.662,34,32,15.05,45.25,real
100000473,2.02E+13,33.2,330,-22.5,3.675,3.662,34,32,15.07,45.31,real
100000474,2.02E+13,33.2,330.2,-22.5,3.675,3.661,34,32,15.08,45.36,real
100000475,2.02E+13,33.2,330,-22.5,3.675,3.662,34,32,15.1,45.41,real
100000476,2.02E+13,33.2,330,-22.5,3.675,3.662,34,32,15.12,45.47,real
100000477,2.02E+13,33.6,330,-22.5,3.675,3.662,34,32,15.14,45.52,real
100000478,2.02E+13,33.6,330,-22.5,3.676,3.662,34,32,15.15,45.57,real
100000479,2.02E+13,33.6,330.2,-22.5,3.676,3.663,34,32,15.17,45.61,real
100000480,2.02E+13,33.6,330.2,-22.5,3.675,3.662,34,32,15.19,45.67,real
100000481,2.02E+13,33.6,330,-22.5,3.675,3.663,34,32,15.2,45.72,real
100000482,2.02E+13,33.6,330.2,-22.5,3.675,3.662,34,32,15.23,45.77,real
100000483,2.02E+13,33.6,330.2,-22.5,3.676,3.663,34,32,15.24,45.82,real
100000484,2.02E+13,33.6,330.2,-22.5,3.677,3.663,34,32,15.25,45.87,real
100000485,2.02E+13,33.6,330.2,-22.5,3.676,3.663,34,32,15.28,45.92,real
100000486,2.02E+13,33.6,330.2,-22.5,3.676,3.664,34,32,15.29,45.97,real
100000487,2.02E+13,34,330.2,-22.5,3.676,3.663,34,32,15.3,46.02,real
100000488,2.02E+13,34,330.2,-22.5,3.676,3.664,34,32,15.33,46.09,real
100000489,2.02E+13,34,330.2,-22.5,3.677,3.664,34,32,15.35,46.14,real
100000490,2.02E+13,34,330.2,-22.5,3.677,3.663,34,32,15.36,46.18,real
100000491,2.02E+13,34,330.3,-22.5,3.677,3.664,34,32,15.37,46.22,real
100000492,2.02E+13,34,330.3,-22.5,3.677,3.664,34,32,15.39,46.28,real
100000493,2.02E+13,34,330.3,-22.5,3.677,3.664,34,32,15.41,46.33,real
100000494,2.02E+13,34,330.3,-22.5,3.677,3.665,34,32,15.43,46.38,real
100000495,2.02E+13,34,330.2,-22.5,3.677,3.664,34,32,15.44,46.43,real
100000496,2.02E+13,34,330.3,-22.5,3.677,3.664,34,32,15.46,46.48,real
100000497,2.02E+13,34,330.3,-22.5,3.677,3.664,34,32,15.48,46.53,real
100000498,2.02E+13,34.4,330.3,-22.5,3.678,3.665,34,32,15.5,46.6,real
100000499,2.02E+13,34.4,330.3,-22.5,3.678,3.664,34,33,15.51,46.65,real
100000500,2.02E+13,34.4,330.3,-22.5,3.678,3.665,34,33,15.53,46.7,real
100000501,2.02E+13,34.4,330.3,-22.5,3.678,3.666,34,33,15.55,46.75,real
100000502,2.02E+13,34.4,330.3,-22.5,3.679,3.666,34,33,15.56,46.8,real
100000503,2.02E+13,34.4,330.3,-22.5,3.679,3.666,34,33,15.58,46.85,real
100000504,2.02E+13,34.4,330.3,-22.5,3.678,3.666,34,33,15.6,46.9,real
100000505,2.02E+13,34.4,330.3,-22.5,3.679,3.665,34,33,15.61,46.95,real
100000506,2.02E+13,34.4,330.5,-22.5,3.679,3.665,34,33,15.64,47,real
100000507,2.02E+13,34.4,330.5,-22.5,3.679,3.665,34,33,15.65,47.05,real
100000508,2.02E+13,34.8,330.5,-22.5,3.678,3.666,34,33,15.66,47.1,real
100000509,2.02E+13,34.8,330.5,-22.5,3.679,3.666,34,33,15.69,47.17,real
100000510,2.02E+13,34.8,330.3,-22.5,3.679,3.665,34,33,15.71,47.22,real
100000511,2.02E+13,34.8,330.5,-22.5,3.679,3.666,34,33,15.72,47.27,real
100000512,2.02E+13,34.8,330.5,-22.5,3.679,3.667,34,33,15.74,47.32,real
100000513,2.02E+13,34.8,330.5,-22.5,3.68,3.666,34,33,15.75,47.37,real
100000514,2.02E+13,34.8,330.5,-22.5,3.679,3.666,34,33,15.77,47.42,real
100000515,2.02E+13,34.8,330.5,-22.5,3.68,3.666,34,33,15.79,47.47,real
100000516,2.02E+13,34.8,330.5,-22.5,3.68,3.667,34,33,15.8,47.51,real
100000517,2.02E+13,34.8,330.5,-22.5,3.68,3.667,34,33,15.82,47.56,real
100000518,2.02E+13,34.8,330.5,-22.5,3.681,3.666,34,33,15.84,47.61,real
100000519,2.02E+13,35.2,330.5,-22.5,3.681,3.667,34,33,15.85,47.66,real
100000520,2.02E+13,35.2,330.5,-22.5,3.68,3.668,34,33,15.87,47.73,real
100000521,2.02E+13,35.2,330.7,-22.5,3.68,3.668,34,33,15.89,47.78,real
100000522,2.02E+13,35.2,330.5,-22.5,3.681,3.667,34,33,15.91,47.83,real
100000523,2.02E+13,35.2,330.7,-22.5,3.68,3.668,34,33,15.92,47.88,real
100000524,2.02E+13,35.2,330.7,-22.5,3.68,3.668,34,33,15.94,47.93,real
100000525,2.02E+13,35.2,330.7,-22.5,3.681,3.668,34,33,15.96,47.98,real
100000526,2.02E+13,35.2,330.7,-22.5,3.681,3.668,34,33,15.97,48.03,real
100000527,2.02E+13,35.2,330.7,-22.5,3.681,3.668,34,33,15.99,48.08,real
100000528,2.02E+13,35.2,330.7,-22.5,3.682,3.668,34,33,16.01,48.13,real
100000529,2.02E+13,35.2,330.7,-22.5,3.682,3.669,34,33,16.02,48.18,real
100000530,2.02E+13,35.6,330.7,-22.5,3.681,3.668,34,33,16.04,48.23,real
100000531,2.02E+13,35.6,330.7,-22.5,3.682,3.668,34,33,16.07,48.3,real
100000532,2.02E+13,35.6,330.8,-22.5,3.681,3.669,34,33,16.08,48.35,real
100000533,2.02E+13,35.6,330.7,-22.5,3.682,3.668,34,33,16.1,48.4,real
100000534,2.02E+13,35.6,330.8,-22.5,3.682,3.668,34,33,16.11,48.45,real
100000535,2.02E+13,35.6,330.7,-22.5,3.682,3.669,34,33,16.13,48.5,real
100000536,2.02E+13,35.6,330.7,-22.5,3.682,3.669,34,33,16.15,48.55,real
100000537,2.02E+13,35.6,330.8,-22.5,3.682,3.669,34,33,16.16,48.6,real
100000538,2.02E+13,35.6,330.8,-22.5,3.682,3.669,35,33,16.18,48.65,real
100000539,2.02E+13,35.6,330.8,-22.5,3.682,3.668,34,33,16.2,48.7,real
100000540,2.02E+13,36,330.8,-22.5,3.682,3.67,35,33,16.21,48.75,real
100000541,2.02E+13,36,330.8,-22.5,3.683,3.67,35,33,16.23,48.8,real
100000542,2.02E+13,36,330.8,-22.5,3.683,3.67,35,33,16.25,48.86,real
100000543,2.02E+13,36,330.8,-22.5,3.683,3.669,35,33,16.26,48.89,real
100000544,2.02E+13,36,330.8,-22.5,3.684,3.671,35,33,16.28,48.96,real
100000545,2.02E+13,36,330.8,-22.5,3.683,3.67,35,33,16.3,49.01,real
100000546,2.02E+13,36,330.8,-22.5,3.684,3.671,35,33,16.32,49.06,real
100000547,2.02E+13,36,330.8,-22.5,3.684,3.67,35,33,16.33,49.11,real
100000548,2.02E+13,36,330.8,-22.5,3.684,3.67,35,33,16.35,49.18,real
100000549,2.02E+13,36,330.8,-22.5,3.684,3.671,35,33,16.38,49.23,real
100000550,2.02E+13,36,331,-22.5,3.684,3.67,35,33,16.38,49.26,real
100000551,2.02E+13,36.4,330.8,-22.5,3.685,3.671,35,33,16.4,49.31,real
100000552,2.02E+13,36.4,331,-22.5,3.685,3.671,35,33,16.43,49.37,real
100000553,2.02E+13,36.4,331,-22.5,3.685,3.67,35,33,16.44,49.42,real
100000554,2.02E+13,36.4,331,-22.5,3.685,3.671,35,33,16.45,49.47,real
100000555,2.02E+13,36.4,331,-22.5,3.685,3.671,35,33,16.47,49.52,real
100000556,2.02E+13,36.4,331,-22.5,3.686,3.671,35,33,16.49,49.57,real
100000557,2.02E+13,36.4,331,-22.5,3.685,3.671,35,33,16.5,49.62,real
100000558,2.02E+13,36.4,331,-22.5,3.685,3.671,35,33,16.52,49.68,real
100000559,2.02E+13,36.4,331,-22.5,3.686,3.671,35,33,16.54,49.73,real
100000560,2.02E+13,36.4,331,-22.5,3.685,3.672,35,33,16.56,49.79,real
100000561,2.02E+13,36.8,331,-22.5,3.685,3.672,35,33,16.57,49.83,real
100000562,2.02E+13,36.8,331.1,-22.5,3.686,3.672,35,33,16.59,49.88,real
100000563,2.02E+13,36.8,331.1,-22.5,3.685,3.672,35,33,16.61,49.93,real
100000564,2.02E+13,36.8,331.1,-22.5,3.686,3.672,35,33,16.63,49.99,real
100000565,2.02E+13,36.8,331,-22.5,3.686,3.672,35,33,16.64,50.04,real
100000566,2.02E+13,36.8,331,-22.5,3.686,3.672,35,33,16.66,50.09,real
100000567,2.02E+13,36.8,331.1,-22.5,3.686,3.673,35,33,16.68,50.14,real
100000568,2.02E+13,36.8,331.1,-22.5,3.686,3.673,35,33,16.69,50.19,real
100000569,2.02E+13,36.8,331.1,-22.5,3.686,3.672,35,33,16.71,50.24,real
100000570,2.02E+13,36.8,331.1,-22.5,3.686,3.672,35,33,16.73,50.29,real
100000571,2.02E+13,36.8,331.1,-22.5,3.687,3.673,35,33,16.75,50.36,real
100000572,2.02E+13,37.2,331.1,-22.5,3.687,3.674,35,33,16.76,50.41,real
100000573,2.02E+13,37.2,331.1,-22.5,3.687,3.674,35,33,16.79,50.46,real
100000574,2.02E+13,37.2,331.1,-22.5,3.687,3.673,35,33,16.8,50.51,real
100000575,2.02E+13,37.2,331.1,-22.5,3.687,3.673,35,33,16.81,50.56,real
100000576,2.02E+13,37.2,331.3,-22.5,3.688,3.673,35,33,16.83,50.61,real
100000577,2.02E+13,37.2,331.3,-22.5,3.687,3.673,35,33,16.85,50.66,real
100000578,2.02E+13,37.2,331.3,-22.5,3.688,3.674,35,33,16.86,50.7,real
100000579,2.02E+13,37.2,331.1,-22.5,3.688,3.674,35,33,16.88,50.75,real
100000580,2.02E+13,37.2,331.3,-22.5,3.689,3.674,35,33,16.9,50.8,real
100000581,2.02E+13,37.2,331.3,-22.5,3.689,3.674,35,33,16.91,50.85,real
100000582,2.02E+13,37.2,331.3,-22.5,3.688,3.675,35,33,16.94,50.93,real
100000583,2.02E+13,37.6,331.3,-22.5,3.688,3.674,35,33,16.95,50.97,real
100000584,2.02E+13,37.6,331.3,-22.5,3.689,3.675,35,33,16.97,51.02,real
100000585,2.02E+13,37.6,331.3,-22.5,3.689,3.675,35,33,16.98,51.06,real
100000586,2.02E+13,37.6,331.3,-22.5,3.689,3.675,35,33,17,51.12,real
100000587,2.02E+13,37.6,331.3,-22.5,3.689,3.675,35,33,17.02,51.17,real
100000588,2.02E+13,37.6,331.4,-22.5,3.69,3.674,35,33,17.04,51.22,real
100000589,2.02E+13,37.6,331.4,-22.5,3.69,3.675,35,33,17.05,51.27,real
100000590,2.02E+13,37.6,331.3,-22.5,3.69,3.676,35,33,17.07,51.32,real
100000591,2.02E+13,37.6,331.4,-22.5,3.69,3.675,35,33,17.09,51.37,real
100000592,2.02E+13,37.6,331.4,-22.5,3.69,3.676,35,33,17.1,51.42,real
100000593,2.02E+13,38,331.4,-22.5,3.69,3.676,35,33,17.12,51.49,real
100000594,2.02E+13,38,331.4,-22.5,3.69,3.676,35,33,17.14,51.54,real
100000595,2.02E+13,38,331.4,-22.5,3.69,3.676,35,33,17.16,51.59,real
100000596,2.02E+13,38,331.4,-22.5,3.691,3.675,35,33,17.17,51.64,real
100000597,2.02E+13,38,331.4,-22.5,3.69,3.676,35,33,17.19,51.69,real
100000598,2.02E+13,38,331.4,-22.5,3.691,3.676,35,33,17.21,51.74,real
100000599,2.02E+13,38,331.4,-22.5,3.691,3.676,35,33,17.22,51.79,real
100000600,2.02E+13,38,331.6,-22.5,3.69,3.677,35,33,17.24,51.84,real
100000601,2.02E+13,38,331.6,-22.5,3.691,3.676,35,33,17.26,51.89,real
100000602,2.02E+13,38,331.4,-22.5,3.692,3.676,35,33,17.27,51.94,real
100000603,2.02E+13,38,331.6,-22.5,3.691,3.677,35,33,17.29,51.99,real
100000604,2.02E+13,38.4,331.6,-22.5,3.691,3.677,35,33,17.31,52.05,real
100000605,2.02E+13,38.4,331.6,-22.5,3.692,3.678,35,33,17.33,52.1,real
100000606,2.02E+13,38.4,331.6,-22.5,3.691,3.677,35,33,17.35,52.15,real
100000607,2.02E+13,38.4,331.6,-22.5,3.692,3.677,35,33,17.36,52.21,real
100000608,2.02E+13,38.4,331.6,-22.5,3.693,3.678,35,33,17.38,52.26,real
100000609,2.02E+13,38.4,331.6,-22.5,3.692,3.678,35,33,17.4,52.3,real
